window_id,video_id,video_filename,start_time,end_time,duration,silence_ratio,narration_density,avg_silence_duration,words_per_minute,avg_confidence
ghum_wa_w000,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2.64,70.489,67.849,0.0132,0.9868,0.224,129.99,0.9572
ghum_wa_w001,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,71.51,139.649,68.139,0.0,1.0,0.0,154.1,0.9895
ghum_wa_w002,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,141.25,219.509,78.259,0.0221,0.9779,0.1728,151.04,0.9097
ghum_wa_w003,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,220.44,295.91,75.47,0.0098,0.9902,0.1051,173.31,0.9249
ghum_wa_w004,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,296.88,365.649,68.769,0.0051,0.9949,0.088,228.59,0.9317
ghum_wa_w005,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,366.029,444.899,78.87,0.0398,0.9602,0.1493,241.92,0.9387
ghum_wa_w006,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,445.13,512.039,66.909,0.0743,0.9257,0.2594,218.8,0.957
ghum_wa_w007,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,512.869,576.82,63.951,0.012,0.988,0.128,282.4,0.9741
ghum_wa_w008,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,577.9,638.52,60.62,0.0666,0.9334,0.2122,202.9,0.972
ghum_wa_w009,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,640.14,710.94,70.8,0.0158,0.9842,0.1867,318.64,0.9699
ghum_wa_w010,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,711.95,772.109,60.159,0.0245,0.9755,0.1472,283.25,0.9653
ghum_wa_w011,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,773.69,838.979,65.289,0.0363,0.9637,0.296,131.42,0.9805
ghum_wa_w012,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,839.7,910.89,71.19,0.0329,0.9671,0.1557,208.18,0.9531
ghum_wa_w013,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,911.39,998.929,87.539,0.0355,0.9645,0.2587,235.78,0.9605
ghum_wa_w014,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,999.299,1085.78,86.481,0.0515,0.9485,0.1711,258.09,0.9795
ghum_wa_w015,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1086.319,1158.01,71.691,0.0876,0.9124,0.2509,193.33,0.9445
ghum_wa_w016,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1158.56,1235.06,76.5,0.039,0.961,0.2289,228.24,0.9583
ghum_wa_w017,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1236.579,1306.369,69.79,0.028,0.972,0.1502,172.8,0.9593
ghum_wa_w018,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1306.67,1388.099,81.429,0.0327,0.9673,0.1771,306.52,0.9639
ghum_wa_w019,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1388.42,1453.8,65.38,0.0235,0.9765,0.128,256.96,0.963
ghum_wa_w020,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1454.38,1514.53,60.15,0.1333,0.8667,0.2051,222.44,0.9503
ghum_wa_w021,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1515.319,1584.56,69.241,0.05,0.95,0.1728,337.95,0.9461
ghum_wa_w022,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1584.569,1645.819,61.25,0.0157,0.9843,0.192,332.08,0.9858
ghum_wa_w023,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1646.42,1713.9,67.48,0.0361,0.9639,0.1737,281.86,0.9703
ghum_wa_w024,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1714.76,1777.939,63.179,0.037,0.963,0.3337,245.02,0.9806
ghum_wa_w025,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1779.4,1841.089,61.689,0.0473,0.9527,0.208,248.99,0.9534
ghum_wa_w026,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1842.28,1915.39,73.11,0.0311,0.9689,0.142,173.98,0.9648
ghum_wa_w027,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1915.989,1980.4,64.411,0.0398,0.9602,0.1422,254.3,0.9581
ghum_wa_w028,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,1981.3,2042.39,61.09,0.0682,0.9318,0.2311,186.61,0.9449
ghum_wa_w029,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2043.0,2103.35,60.35,0.0138,0.9862,0.1189,142.17,0.932
ghum_wa_w030,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2104.469,2171.979,67.51,0.0157,0.9843,0.176,145.76,0.9373
ghum_wa_w031,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2172.159,2252.489,80.33,0.0152,0.9848,0.2027,221.83,0.9438
ghum_wa_w032,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2253.28,2317.77,64.49,0.0099,0.9901,0.128,225.15,0.9861
ghum_wa_w033,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2318.29,2380.02,61.73,0.0,1.0,0.0,220.64,0.9193
ghum_wa_w034,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2381.149,2444.739,63.59,0.0368,0.9632,0.2336,194.37,0.9584
ghum_wa_w035,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2445.409,2511.79,66.381,0.0,1.0,0.0,151.85,0.9798
ghum_wa_w036,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2512.649,2581.26,68.611,0.0177,0.9823,0.2432,168.78,0.9663
ghum_wa_w037,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2581.6,2653.11,71.51,0.0117,0.9883,0.1189,156.06,0.9543
ghum_wa_w038,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2654.25,2718.31,64.06,0.0005,0.9995,0.032,187.32,0.9692
ghum_wa_w039,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2718.87,2803.06,84.19,0.0099,0.9901,0.104,225.92,0.9619
ghum_wa_w040,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2803.689,2870.75,67.061,0.0124,0.9876,0.1664,177.15,0.9629
ghum_wa_w041,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2872.25,2932.669,60.419,0.0207,0.9793,0.104,288.98,0.9639
ghum_wa_w042,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,2933.53,3006.02,72.49,0.0358,0.9642,0.1525,259.07,0.9618
ghum_wa_w043,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3006.459,3066.479,60.02,0.0096,0.9904,0.192,166.94,0.9446
ghum_wa_w044,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3067.25,3152.56,85.31,0.0169,0.9831,0.12,227.87,0.9772
ghum_wa_w045,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3152.87,3213.8,60.93,0.0247,0.9753,0.096,296.41,0.9762
ghum_wa_w046,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3214.0,3278.06,64.06,0.0075,0.9925,0.0533,222.92,0.9843
ghum_wa_w047,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3279.139,3344.02,64.881,0.044,0.956,0.2191,196.98,0.9671
ghum_wa_w048,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3344.669,3407.52,62.851,0.0398,0.9602,0.1783,234.84,0.9676
ghum_wa_w049,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3408.03,3484.919,76.889,0.0346,0.9654,0.1771,222.4,0.9485
ghum_wa_w050,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3485.139,3549.81,64.671,0.0342,0.9658,0.1577,227.3,0.9214
ghum_wa_w051,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3551.439,3620.76,69.321,0.0513,0.9487,0.2732,176.57,0.9814
ghum_wa_w052,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3621.679,3685.739,64.06,0.0035,0.9965,0.224,142.37,0.9931
ghum_wa_w053,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3687.53,3763.86,76.33,0.0063,0.9937,0.24,172.93,0.9488
ghum_wa_w054,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3764.389,3844.969,80.58,0.0,1.0,0.0,213.7,0.9609
ghum_wa_w055,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3845.25,3915.139,69.889,0.0023,0.9977,0.0533,201.75,0.9381
ghum_wa_w056,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3916.55,3979.719,63.169,0.034,0.966,0.3017,239.36,0.9606
ghum_wa_w057,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,3980.129,4045.01,64.881,0.0227,0.9773,0.184,211.77,0.9432
ghum_wa_w058,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4045.61,4108.459,62.849,0.0097,0.9903,0.0676,192.84,0.9472
ghum_wa_w059,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4108.979,4188.028,79.049,0.0049,0.9951,0.0768,179.89,0.9426
ghum_wa_w060,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4188.68,4261.06,72.38,0.0363,0.9637,0.1874,212.21,0.934
ghum_wa_w061,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4262.83,4324.81,61.98,0.1454,0.8546,0.3211,249.76,0.9451
ghum_wa_w062,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4325.75,4391.419,65.669,0.1391,0.8609,0.304,229.33,0.9795
ghum_wa_w063,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4393.189,4458.689,65.5,0.1464,0.8536,0.3417,285.8,0.9824
ghum_wa_w064,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4459.08,4521.859,62.779,0.0746,0.9254,0.2748,337.37,0.9564
ghum_wa_w065,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4523.319,4588.959,65.64,0.0654,0.9346,0.2347,149.91,0.9842
ghum_wa_w066,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4589.56,4652.959,63.399,0.0586,0.9414,0.1752,198.74,0.9643
ghum_wa_w067,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4653.75,4727.979,74.229,0.1092,0.8908,0.2999,334.64,0.9783
ghum_wa_w068,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4728.24,4793.95,65.71,0.0839,0.9161,0.2039,313.19,0.9608
ghum_wa_w069,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4794.47,4858.39,63.92,0.1028,0.8972,0.2486,249.69,0.9712
ghum_wa_w070,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4859.52,4921.08,61.56,0.0979,0.9021,0.2616,159.84,0.9846
ghum_wa_w071,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4922.259,4985.54,63.281,0.119,0.881,0.3008,159.29,0.9787
ghum_wa_w072,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,4987.62,5060.629,73.009,0.1128,0.8872,0.3163,170.94,0.973
ghum_wa_w073,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5061.18,5123.529,62.349,0.0889,0.9111,0.2914,178.99,0.9543
ghum_wa_w074,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5124.16,5210.609,86.449,0.1408,0.8592,0.3118,212.38,0.9529
ghum_wa_w075,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5210.99,5285.629,74.639,0.1,0.9,0.2015,254.02,0.9568
ghum_wa_w076,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5286.33,5355.79,69.46,0.0988,0.9012,0.1851,305.79,0.9362
ghum_wa_w077,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5356.93,5426.009,69.079,0.1411,0.8589,0.2629,233.65,0.9237
ghum_wa_w078,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5426.549,5487.02,60.471,0.1898,0.8102,0.3369,218.29,0.9345
ghum_wa_w079,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5488.06,5551.31,63.25,0.186,0.814,0.3174,220.08,0.9581
ghum_wa_w080,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5552.529,5617.009,64.48,0.1382,0.8618,0.2146,229.84,0.9309
ghum_wa_w081,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5617.02,5678.68,61.66,0.0598,0.9402,0.1937,199.48,0.9506
ghum_wa_w082,ghum_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ghum.mp4,5680.669,5745.99,65.321,0.0402,0.9598,0.1994,171.77,0.9469
ramazankawish_wa_w000,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2.64,62.759,60.119,0.0176,0.9824,0.352,94.81,0.9751
ramazankawish_wa_w001,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,63.56,151.21,87.65,0.0,1.0,0.0,117.74,0.986
ramazankawish_wa_w002,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,151.419,225.27,73.851,0.0039,0.9961,0.288,110.49,0.9677
ramazankawish_wa_w003,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,225.419,286.97,61.551,0.0,1.0,0.0,78.96,0.9684
ramazankawish_wa_w004,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,290.179,351.39,61.211,0.0,1.0,0.0,58.81,0.958
ramazankawish_wa_w005,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,352.14,415.239,63.099,0.0,1.0,0.0,101.74,0.9554
ramazankawish_wa_w006,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,419.01,481.529,62.519,0.0,1.0,0.0,119.0,0.9683
ramazankawish_wa_w007,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,482.1,545.5,63.4,0.0,1.0,0.0,114.51,0.9477
ramazankawish_wa_w008,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,579.179,640.969,61.79,0.0,1.0,0.0,91.28,0.9582
ramazankawish_wa_w009,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,642.059,711.359,69.3,0.0,1.0,0.0,110.82,0.9793
ramazankawish_wa_w010,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,711.869,776.65,64.781,0.0,1.0,0.0,129.67,0.9786
ramazankawish_wa_w011,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,776.789,842.869,66.08,0.0,1.0,0.0,76.27,0.9678
ramazankawish_wa_w012,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,843.39,929.419,86.029,0.0,1.0,0.0,40.45,0.9345
ramazankawish_wa_w013,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,930.619,1011.559,80.94,0.0,1.0,0.0,15.57,0.9814
ramazankawish_wa_w014,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1061.13,1129.839,68.709,0.0042,0.9958,0.288,145.83,0.9762
ramazankawish_wa_w015,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1130.43,1192.17,61.74,0.0,1.0,0.0,95.24,0.8606
ramazankawish_wa_w016,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1194.359,1261.609,67.25,0.0,1.0,0.0,57.99,0.9371
ramazankawish_wa_w017,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1266.43,1330.17,63.74,0.0,1.0,0.0,82.84,0.9786
ramazankawish_wa_w018,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1331.069,1406.319,75.25,0.0,1.0,0.0,122.79,0.9776
ramazankawish_wa_w019,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1407.209,1472.06,64.851,0.0,1.0,0.0,136.93,0.9765
ramazankawish_wa_w020,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1472.52,1535.569,63.049,0.0061,0.9939,0.384,134.18,0.9594
ramazankawish_wa_w021,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1536.099,1603.02,66.921,0.0,1.0,0.0,114.76,0.9798
ramazankawish_wa_w022,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1604.42,1673.719,69.299,0.0019,0.9981,0.128,86.58,0.9754
ramazankawish_wa_w023,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1674.43,1746.17,71.74,0.0237,0.9763,0.2423,84.47,0.9552
ramazankawish_wa_w024,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1746.42,1810.78,64.36,0.0,1.0,0.0,68.05,0.9759
ramazankawish_wa_w025,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1812.26,1874.29,62.03,0.0,1.0,0.0,120.91,0.972
ramazankawish_wa_w026,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1874.819,1939.729,64.91,0.0,1.0,0.0,98.91,0.9581
ramazankawish_wa_w027,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,1941.199,2017.26,76.061,0.0004,0.9996,0.032,100.97,0.9893
ramazankawish_wa_w028,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2017.51,2089.158,71.648,0.0,1.0,0.0,93.79,0.9778
ramazankawish_wa_w029,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2089.76,2161.08,71.32,0.0,1.0,0.0,103.48,0.9819
ramazankawish_wa_w030,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2161.58,2226.959,65.379,0.0015,0.9985,0.096,125.73,0.9711
ramazankawish_wa_w031,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2227.969,2291.379,63.41,0.0116,0.9884,0.184,131.52,0.9633
ramazankawish_wa_w032,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2291.729,2358.6,66.871,0.0,1.0,0.0,114.85,0.9709
ramazankawish_wa_w033,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2359.189,2423.3,64.111,0.0,1.0,0.0,48.67,0.9543
ramazankawish_wa_w034,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2424.09,2486.959,62.869,0.0025,0.9975,0.0533,72.53,0.9608
ramazankawish_wa_w035,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2487.629,2550.889,63.26,0.0005,0.9995,0.032,90.1,0.9791
ramazankawish_wa_w036,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2552.649,2623.8,71.151,0.0036,0.9964,0.128,50.6,0.9325
ramazankawish_wa_w037,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2625.76,2700.55,74.79,0.015,0.985,0.224,85.04,0.9719
ramazankawish_wa_w038,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2701.36,2770.62,69.26,0.0028,0.9972,0.096,90.1,0.9795
ramazankawish_wa_w039,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2789.159,2857.159,68.0,0.0,1.0,0.0,120.0,0.9736
ramazankawish_wa_w040,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2859.409,2927.399,67.99,0.0,1.0,0.0,106.78,0.967
ramazankawish_wa_w041,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,2928.37,2999.83,71.46,0.0,1.0,0.0,119.23,0.9739
ramazankawish_wa_w042,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3000.429,3069.25,68.821,0.0,1.0,0.0,87.18,0.9434
ramazankawish_wa_w043,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3069.949,3147.129,77.18,0.0,1.0,0.0,118.94,0.9797
ramazankawish_wa_w044,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3148.879,3223.84,74.961,0.0009,0.9991,0.064,106.46,0.9638
ramazankawish_wa_w045,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3226.419,3286.879,60.46,0.0074,0.9926,0.448,111.15,0.9765
ramazankawish_wa_w046,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3287.489,3369.629,82.14,0.0,1.0,0.0,110.3,0.9709
ramazankawish_wa_w047,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3369.939,3438.679,68.74,0.0023,0.9977,0.08,113.47,0.9724
ramazankawish_wa_w048,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3439.37,3510.189,70.819,0.0014,0.9986,0.048,101.67,0.9512
ramazankawish_wa_w049,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3510.709,3581.409,70.7,0.0,1.0,0.0,114.57,0.9541
ramazankawish_wa_w050,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3583.699,3646.649,62.95,0.0066,0.9934,0.416,96.27,0.9428
ramazankawish_wa_w051,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3647.229,3714.82,67.591,0.0005,0.9995,0.032,121.61,0.9595
ramazankawish_wa_w052,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3717.889,3782.199,64.31,0.0,1.0,0.0,116.62,0.985
ramazankawish_wa_w053,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3783.86,3846.899,63.039,0.0046,0.9954,0.144,97.08,0.9775
ramazankawish_wa_w054,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3847.75,3909.389,61.639,0.0078,0.9922,0.12,101.23,0.9525
ramazankawish_wa_w055,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3911.409,3973.07,61.661,0.0036,0.9964,0.0747,89.52,0.9644
ramazankawish_wa_w056,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,3973.979,4034.709,60.73,0.0074,0.9926,0.1493,104.73,0.9845
ramazankawish_wa_w057,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4036.209,4096.608,60.399,0.0058,0.9942,0.352,105.3,0.963
ramazankawish_wa_w058,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4100.02,4162.399,62.379,0.0,1.0,0.0,102.92,0.9712
ramazankawish_wa_w059,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4162.959,4230.859,67.9,0.0,1.0,0.0,125.48,0.9673
ramazankawish_wa_w060,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4231.589,4294.99,63.401,0.0005,0.9995,0.032,100.31,0.9877
ramazankawish_wa_w061,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4295.709,4380.0,84.291,0.0,1.0,0.0,84.71,0.9838
ramazankawish_wa_w062,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4395.609,4471.879,76.27,0.0092,0.9908,0.2347,114.86,0.9706
ramazankawish_wa_w063,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4472.41,4533.06,60.65,0.0,1.0,0.0,88.05,0.9867
ramazankawish_wa_w064,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4555.009,4627.31,72.301,0.0,1.0,0.0,43.15,0.9446
ramazankawish_wa_w065,ramazankawish_wa,project_1f7f2859-ac90-4696-b89f-1077aa6040be_ramazankawish.mp4,4644.18,4717.399,73.219,0.0,1.0,0.0,106.53,0.9758
