window_id,video_id,video_filename,tester_name,project,start_time,end_time,silence_ratio,narration_density,words_per_minute,avg_silence_duration,avg_confidence,unique_words_ratio,avg_sentence_length
ghum_suncorp_w017,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1217.949,1290.16,-0.6446371938519853,0.6446371938519855,1.9559761614949387,-0.31217000302711495,-0.01032496273373559,-1.5299731249746666,-0.2259151219491108
ghum_suncorp_w018,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1290.709,1355.31,-0.6640513551928275,0.664051355192828,1.5864226857762833,-0.31287107280269266,0.5544173866762371,-1.1116144621213238,-0.09839649511179575
ghum_suncorp_w019,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1355.859,1432.369,-0.6566386754081424,0.6566386754081424,2.0900262825187523,-0.31043256923546586,0.19623449580531976,-1.1663402980188966,-0.06416051595003823
ghum_suncorp_w020,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1432.89,1497.959,-0.671111050225861,0.6711110502258615,2.273765291754489,-0.32750209420605375,0.49948136046904124,-1.247696887198494,0.2777488022575126
ghum_suncorp_w021,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1498.78,1566.75,-0.667934187460996,0.6679341874609963,1.0909988323021167,-0.3226250870716001,0.48190183208273807,-0.421440848826543,1.2321217687325028
ghum_suncorp_w022,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1567.3,1637.01,-0.667934187460996,0.6679341874609963,1.8155775830091596,-0.307994065668239,0.440150452165269,-1.0132351581234424,0.25148424387312096
ghum_suncorp_w023,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1638.16,1698.469,-0.6541677821465806,0.6541677821465809,1.6447796601381985,-0.31287107280269266,0.39510291067536857,-0.6652558469306065,-0.14524572975420058
ghum_suncorp_w024,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1699.089,1761.109,-0.5726283045150432,0.5726283045150435,1.7601506659373822,-0.29894112117490934,0.5445289019589417,-1.3925710151159703,-0.1820043600120875
ghum_suncorp_w025,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1761.68,1832.67,-0.6456961481069403,0.6456961481069404,2.509879075051443,-0.31652882815353295,0.34456176656474913,-1.9776749995975842,-0.25194917052837357
ghum_suncorp_w026,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1832.89,1914.449,-0.6506379346300638,0.6506379346300641,2.1581501145144606,-0.3199122518530602,0.0841650023426405,-1.474191969927554,-0.38980619069916816
ghum_suncorp_w027,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1914.81,1983.8,-0.6351066055573901,0.6351066055573901,2.507925703524684,-0.2998555600126194,0.3335745613233099,-1.3395993706181677,-0.15686794373279725
ghum_suncorp_w028,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,1983.81,2049.61,-0.6386364530739069,0.6386364530739069,2.599734165282342,-0.3093962052193945,0.21051786261919153,-2.0433436453258382,-0.10696766485926265
ghum_suncorp_w029,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2050.219,2122.189,-0.6665222484543893,0.6665222484543895,1.1226190338915225,-0.3242405956848879,0.5071724041380478,-0.6879643062990847,-0.07951264976362644
ghum_suncorp_w030,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2122.36,2206.55,-0.6566386754081424,0.6566386754081424,2.0713471672941224,-0.3177480799371464,0.541232740386509,-1.926776847667829,0.20699541408323555
ghum_suncorp_w031,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2208.1,2271.189,-0.6601685229246591,0.6601685229246591,1.3689880177039593,-0.3226250870716001,0.7785563736015956,-0.9301535441594209,0.11801093106331298
ghum_suncorp_w032,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2271.699,2334.879,-0.6478140566168504,0.6478140566168507,2.234453689778471,-0.30311705853378534,0.16217415955685846,-1.8590468572651786,0.002758085787189795
ghum_suncorp_w033,ghum_suncorp,project_73052603-e4d8-4aed-a9ce-cc5db15e6355_ghum.mp4,ghum,suncorp-insurance,2336.11,2410.33,-0.6425192853420753,0.6425192853420753,1.8143567258049351,-0.31951599502338585,0.5884777229246984,-1.4735178774194322,0.6308962465887985
